Composite Endpoint,复合终点,,,,,,,,,,,,,,
composite event,复合事件,,,,,,,,,,,,,,
composite hypothesis,复合假设,,,,,,,,,,,,,,
composite sample,集样,,,,,,,,,,,,,,
compound symmetry,复合对称,,,,,,,,,,,,,,
computation models,计算模型,,,,,,,,,,,,,,
computer adapted test,计算机适应测试,,,,,,,,,,,,,,
"concept of interest, COI",感兴趣的概念,,,,,,,,,,,,,,
concomitant,伴随的，混杂的,,,,,,,,,,,,,,
concordance,索引，相合性，一致性,,,,,,,,,,,,,,
concordance correlation coefficient,一致性相关系数,,,,,,,,,,,,,,
concordance correlation coefficient (CCC),一致性相关系数 (CCC),,,,,,,,,,,,,,
concordant matching,一致性匹配,,,,,,,,,,,,,,
concurrent control,同期并行对照,,,,,,,,,,,,,,
Concurrent Control,同期对照,,,,,,,,,,,,,,
conditional approach,条件方法,,,,,,,,,,,,,,
conditional bias,条件偏差,,,,,,,,,,,,,,
conditional confidence interval,条件置信区间,,,,,,,,,,,,,,
conditional distribution,条件分布,,,,,,,,,,,,,,
conditional distribution method for drop-loser design,drop-loser 设计的条件分布方法,,,,,,,,,,,,,,
conditional error function,条件误差函数,,,,,,,,,,,,,,
conditional error function approach,条件误差函数法,,,,,,,,,,,,,,
conditional error function method (CEFM),条件误差函数法 (CEFM),,,,,,,,,,,,,,
conditional error method,条件误差法,,,,,,,,,,,,,,
conditional error rate,条件错误率,,,,,,,,,,,,,,
conditional estimate,条件估计,,,,,,,,,,,,,,
conditional expectation,条件期望,,,,,,,,,,,,,,
conditional failure rate,条件失效率,,,,,,,,,,,,,,
conditional independence model,条件独立模型,,,,,,,,,,,,,,
conditional invariance principle,条件不变性原则,,,,,,,,,,,,,,
conditional likelihood,条件似然,,,,,,,,,,,,,,
conditional logistic regression,条件logistic回归,,,,,,,,,,,,,,
conditional mean,条件均值,,,,,,,,,,,,,,
conditional Poisson distribution,条件泊松分布,,,,,,,,,,,,,,
Conditional Power,条件检验效能,,,,,,,,,,,,,,
conditional power,条件把握度、条件功效,,,,,,,,,,,,,,
conditional probability,条件概率,,,,,,,,,,,,,,
conditional probability curve,条件概率曲线,,,,,,,,,,,,,,
conditional probability distribution,条件概率分布,,,,,,,,,,,,,,
conditional p-value,条件 p 值,,,,,,,,,,,,,,
conditional survival function,条件生存函数,,,,,,,,,,,,,,
conditional Type I error rate,条件I类错误率,,,,,,,,,,,,,,
"Conditional weighted residuals, CWRES",条件加权残差,,,,,,,,,,,,,,
conditionality principle,条件原则,,,,,,,,,,,,,,
confidence band,置信带,,,,,,,,,,,,,,
conﬁdence estimation,置信度估计,,,,,,,,,,,,,,
Confidence interval,置信区间,,,,,,,,,,,,,,
confidence interval,置信区间,,,,,,,,,,,,,,
confidence interval asymptotic,渐近置信区间,,,,,,,,,,,,,,
conﬁdence level,置信度,,,,,,,,,,,,,,
confidence limit,置信限,,,,,,,,,,,,,,
configuration,配置,,,,,,,,,,,,,,
confirmatory bioequivalence assessment,验证性生物等效性评估,,,,,,,,,,,,,,
Confirmatory clinical trial,确证性临床试验,,,,,,,,,,,,,,
Confirmatory Subgroup Analysis,确证性亚组分析,,,,,,,,,,,,,,
confirmatory trial ,验证性试验 ,,,,,,,,,,,,,,
conflicts of interest,利益冲突,,,,,,,,,,,,,,
conformity evaluation,合格评定,,,,,,,,,,,,,,
confounder,混杂因子,,,,,,,,,,,,,,
confounder variable,混杂变量,,,,,,,,,,,,,,
confounding,混杂,,,,,,,,,,,,,,
confounding effect,混杂效应,,,,,,,,,,,,,,
confounding factor,混杂因素,,,,,,,,,,,,,,
conjugate family of distribution,共轭分布族,,,,,,,,,,,,,,
conservatism of exact method,精确方法的保守性,,,,,,,,,,,,,,
conservative sample size estimate,保守样本量估计,,,,,,,,,,,,,,
Conditional Power,条件把握度,,,,,,,,,,,,,,
Consistency,一致性,,,,,,,,,,,,,,
consistency,"相合性, 一致性",,,,,,,,,,,,,,
consistent estimate,"相合估计, 一致估计",,,,,,,,,,,,,,
consolidated standards of reporting trial (CONSORT ),随机对照试验的报告规范（CONSORT声明）,,,,,,,,,,,,,,
CONSORT statement,CONSORT声明（随机对照试验的报告规范）,,,,,,,,,,,,,,
Constancy Assumption,恒定假设,,,,,,,,,,,,,,
constituent ratio,构成比，结构相对数,,,,,,,,,,,,,,
constrained block randomization,限制性区组随机化,,,,,,,,,,,,,,
Construct Validity,结构效度,,,,,,,,,,,,,,
consumer’s risk,使用方风险,,,,,,,,,,,,,,
consumer’S risk quality,使用方风险质量,,,,,,,,,,,,,,
content validity,内容效度,,,,,,,,,,,,,,
contingency table,列联表,,,,,,,,,,,,,,
continual reassessment method (CRM),连续重新评估方法 (CRM),,,,,,,,,,,,,,
continuation-ratio model,持续比率模型,,,,,,,,,,,,,,
continuity,连续性,,,,,,,,,,,,,,
continuity correction,连续性校正,,,,,,,,,,,,,,
continuous acceptance sampling inspection,连续[验收]抽样检验,,,,,,,,,,,,,,
continuous covariate,连续型协变量,,,,,,,,,,,,,,
continuous data,连续数据,,,,,,,,,,,,,,
continuous distribution,连续分布,,,,,,,,,,,,,,
continuous endpoint,连续性终点,,,,,,,,,,,,,,
continuous flow operating characteristic curve,连续流操作特性曲线,,,,,,,,,,,,,,
continuous logistic model,连续logistic模型,,,,,,,,,,,,,,
continuous measurement,连续测量,,,,,,,,,,,,,,
continuous probability distribution,连续概率分布,,,,,,,,,,,,,,
continuous random variable,连续型随机变量,,,,,,,,,,,,,,
continuous scale,连续尺度,,,,,,,,,,,,,,
continuous sequential statistical technique,连续顺序统计技术,,,,,,,,,,,,,,
continuous value,连续型数值,,,,,,,,,,,,,,
continuous variable,连续变量,,,,,,,,,,,,,,
"Contract Research Organization, CRO",合同研究组织,,,,,,,,,,,,,,
contrast,对比/比较,,,,,,,,,,,,,,
contrast test,对比检验,,,,,,,,,,,,,,
control,"对照,控制",,,,,,,,,,,,,,
Control Chart,控制图,,,,,,,,,,,,,,
control chart,控制图,,,,,,,,,,,,,,
control data leveraging,控制数据利用,,,,,,,,,,,,,,
control group,对照组,,,,,,,,,,,,,,
control Iimit,控制限,,,,,,,,,,,,,,
control plan,控制方案,,,,,,,,,,,,,,
control variable,控制变量,,,,,,,,,,,,,,
controlled clinical trial,对照临床试验,,,,,,,,,,,,,,
controversial issues of adaptive design,适应性设计的争议问题,,,,,,,,,,,,,,
conventional drug,常规药物,,,,,,,,,,,,,,
conventional true value,约定真值,,,,,,,,,,,,,,
conventional unit,常规单位,,,,,,,,,,,,,,
convergence,收敛,,,,,,,,,,,,,,
convergent validity,收敛效度,,,,,,,,,,,,,,
Cook–Weisberg test,Cook-Weisberg 检验,,,,,,,,,,,,,,
coordinate,坐标,,,,,,,,,,,,,,
co-primary endpoints,共同主要终点,,,,,,,,,,,,,,
c-optimality,c-最优性,,,,,,,,,,,,,,
Cornfield’s approximation,Cornfield近似,,,,,,,,,,,,,,
correction,纠正；校正；更正,,,,,,,,,,,,,,
correction for continuity,连续性校正,,,,,,,,,,,,,,
correction for grouping,归组校正,,,,,,,,,,,,,,
correction number,校正数,,,,,,,,,,,,,,
correction value,校正值,,,,,,,,,,,,,,
corrective action,纠正措施,,,,,,,,,,,,,,
"Corrective and Preventive Action, CAPA",纠正与预防措施,,,,,,,,,,,,,,
correlated response variables,相关响应变量,,,,,,,,,,,,,,
correlation,相关性,,,,,,,,,,,,,,
correlation analysis,相关分析,,,,,,,,,,,,,,
correlation coefficient,相关系数,,,,,,,,,,,,,,
correlation matrix,相关矩阵,,,,,,,,,,,,,,
correlation ratio,相关比,,,,,,,,,,,,,,
cost-based design,基于成本的设计,,,,,,,,,,,,,,
cost-benefit analysis,成本效益分析,,,,,,,,,,,,,,
cost-effectiveness,成本效果,,,,,,,,,,,,,,
count control chart,计点控制图,,,,,,,,,,,,,,
count data,计数数据/计数资料,,,,,,,,,,,,,,
count per unit control chart,单位计点控制图,,,,,,,,,,,,,,
counterfactual,反事实,,,,,,,,,,,,,,
counting process approach,计数过程方法,,,,,,,,,,,,,,
covariance,协方差,,,,,,,,,,,,,,
covariance matrix,协方差矩阵,,,,,,,,,,,,,,
covariance of test statistic,检验统计量的协方差,,,,,,,,,,,,,,
covariance structure,协方差结构,,,,,,,,,,,,,,
Covariate,协变量,,,,,,,,,,,,,,
Covariate,协变量,,,,,,,,,,,,,,
covariate,协变量,,,,,,,,,,,,,,
covariate (concomitant variable),协变量（伴随变量）,,,,,,,,,,,,,,
Covariate Adaptive Randomization,协变量适应性随机分配,,,,,,,,,,,,,,
covariate-adaptive allocation,协变量适应性分配,,,,,,,,,,,,,,
covariate-dependent dropout,协变量依赖的脱落,,,,,,,,,,,,,,
Cox adjusted survival curve,Cox调整生存曲线,,,,,,,,,,,,,,
Cox likelihood,Cox似然,,,,,,,,,,,,,,
Cox model,Cox模型,,,,,,,,,,,,,,
Cox proportional-hazards cause-speciﬁc model,Cox比例风险原因别竞争模型,,,,,,,,,,,,,,
Cox proportional-hazards regression model,Cox比例风险回归模型,,,,,,,,,,,,,,
Cox–Mantel test,Cox–Mantel/考克斯-曼特尔测试,,,,,,,,,,,,,,
Cox-Oakes test,Cox-Oakes/考克斯-奥克斯测试,,,,,,,,,,,,,,
Cox–Snell residual,Cox-Snell 残差,,,,,,,,,,,,,,
creatinine clearance,CrCL 肌酐清除率,,,,,,,,,,,,,,
Credibility,可信度,,,,,,,,,,,,,,
criteria for validation,验证标准,,,,,,,,,,,,,,
criterion,标准，准则,,,,,,,,,,,,,,
Criterion Validity,标准效度,,,,,,,,,,,,,,
critical quality attribute,关键质量特性,,,,,,,,,,,,,,
critical region,"拒绝域, 临界区域",,,,,,,,,,,,,,
Critical to Quality Factors,关键质量因素,,,,,,,,,,,,,,
critical value,"临界值, 界值",,,,,,,,,,,,,,
critical value of the net state variable,净状态变量的临界值,,,,,,,,,,,,,,
critical value of the response variable,响应变量的临界值,,,,,,,,,,,,,,
CRM,连续重评估方法,,,,,,,,,,,,,,
Cronbach’s alpha,Cronbach系数α,,,,,,,,,,,,,,
cross tabulation,交叉表,,,,,,,,,,,,,,
cross-classiﬁcation,交叉分类,,,,,,,,,,,,,,
cross-classiﬁed table,交叉分类表,,,,,,,,,,,,,,
crossover design,交叉设计,,,,,,,,,,,,,,
Cross-over Design,交叉设计,,,,,,,,,,,,,,
cross-over dose-response study,交叉剂量反应研究,,,,,,,,,,,,,,
cross-sectional design,横断面设计,,,,,,,,,,,,,,
cross-tabulation table,列联表,,,,,,,,,,,,,,
cross-validation,交叉验证,,,,,,,,,,,,,,
crude conditional probability,粗条件概率,,,,,,,,,,,,,,
crude death rate,粗死亡率,,,,,,,,,,,,,,
C-statistic,C-统计量,,,,,,,,,,,,,,
cube point,顶点,,,,,,,,,,,,,,
Cui-Hung-Wang SSR method,CHW 样本量重估方法,,,,,,,,,,,,,,
cumulative distribution function (c.d.f),累积分布函数 (c.d.f),,,,,,,,,,,,,,
cumulative exposure,累积暴露,,,,,,,,,,,,,,
cumulative frequency,累积/累计频数,,,,,,,,,,,,,,
cumulative frequency graph,累积/累计频数图,,,,,,,,,,,,,,
cumulative hazard function,累积风险函数,,,,,,,,,,,,,,
cumulative incidence curve,累积发生率曲线,,,,,,,,,,,,,,
cumulative incidence rate,累积发生率,,,,,,,,,,,,,,
cumulative percentage,累积/累计百分比,,,,,,,,,,,,,,
cumulative probability,累积/累计概率,,,,,,,,,,,,,,
cumulative relative frequency,累计频率,,,,,,,,,,,,,,
cumulative risk,累积风险,,,,,,,,,,,,,,
cumulative sum control chart,累积和控制图,,,,,,,,,,,,,,
cumulative tail probability,累积尾概率,,,,,,,,,,,,,,
cure model,固化模型,,,,,,,,,,,,,,
curtailed inspection,截尾检验,,,,,,,,,,,,,,
curvature,曲性,,,,,,,,,,,,,,
curve fitting,曲线拟合,,,,,,,,,,,,,,
curvilinear regression,曲线回归,,,,,,,,,,,,,,
CUSUM chart,CUSUM 图,,,,,,,,,,,,,,
cut point,临界点,,,,,,,,,,,,,,
data,资料、数据,,,,,,,,,,,,,,
data analysis,数据分析,,,,,,,,,,,,,,
data analysis and reporting,数据分析与报告,,,,,,,,,,,,,,
"Data and Safety Monitoring Board, DSMB",数据安全监查委员会,,,,,,,,,,,,,,
data and safety monitoring board (DSMB),数据和安全监查委员会 (简称DSMB),,,,,,,,,,,,,,
Data Cleaning,数据清洗,,,,,,,,,,,,,,
data cleaning,数据清理,,,,,,,,,,,,,,
data coordinator,数据协调员,,,,,,,,,,,,,,
Data Curation,数据治理,,,,,,,,,,,,,,
Data Curation,数据治理,,,,,,,,,,,,,,
Data Definition File,数据说明文件,,,,,,,,,,,,,,
Data Element,数据元素,,,,,,,,,,,,,,
data layout for computer,计算机数据布局,,,,,,,,,,,,,,
data management,数据管理,,,,,,,,,,,,,,
"Data Management Plan, DMP",数据管理计划,,,,,,,,,,,,,,
data manipulation,数据操纵,,,,,,,,,,,,,,
data mining,数据挖掘,,,,,,,,,,,,,,
Data Monitoring Committee (DMC),数据监查委员会（又简称为DMC）,,,,,,,,,,,,,,
"Data Monitoring Committee, DMC",数据监查委员会,,,,,,,,,,,,,,
"Data Monitoring Committee, DMC",数据监查委员会,,,,,,,,,,,,,,
Data Reviewer’s Guide,数据审阅说明,,,,,,,,,,,,,,
data set,数据集,,,,,,,,,,,,,,
data source,数据来源,,,,,,,,,,,,,,
Data Standard,数据标准,,,,,,,,,,,,,,
Data Standard,数据标准,,,,,,,,,,,,,,
data summarization,数据汇总,,,,,,,,,,,,,,
data transformation,数据转换,,,,,,,,,,,,,,
data validation,数据审核、数据核对,,,,,,,,,,,,,,
"Data Validation Plan, DVP",数据核查计划,,,,,,,,,,,,,,
data verification,数据审核、数据核对,,,,,,,,,,,,,,
database lock,数据库锁定,,,,,,,,,,,,,,
decision,决策,,,,,,,,,,,,,,
decision analysis,决策分析,,,,,,,,,,,,,,
decision rule,决策规则,,,,,,,,,,,,,,
decision theory,决策理论,,,,,,,,,,,,,,
decision tree,决策树,,,,,,,,,,,,,,
decision-function method,决策函数法,,,,,,,,,,,,,,
decision-making rule,决策规则,,,,,,,,,,,,,,
degree of conﬁdence,置信度,,,,,,,,,,,,,,
degree of dispersion,离散程度,,,,,,,,,,,,,,
degrees of freedom,自由度,,,,,,,,,,,,,,
delayed response,延迟响应,,,,,,,,,,,,,,
Delayed Start Design,延迟启动设计,,,,,,,,,,,,,,
delta method,delta 近似法,,,,,,,,,,,,,,
demerit control chart,缺点控制图,,,,,,,,,,,,,,
DeMets and Ware test,DeMets-Ware检验,,,,,,,,,,,,,,
Deming regression,Deming 回归,,,,,,,,,,,,,,
demographic,人口统计学资料,,,,,,,,,,,,,,
Denne conditional error function method,Denne 条件误差函数法,,,,,,,,,,,,,,
density,密度,,,,,,,,,,,,,,
density curve,密度曲线,,,,,,,,,,,,,,
density function,密度函数,,,,,,,,,,,,,,
dependent variable,因变量,,,,,,,,,,,,,,
"Dependent variable, DV",因变量(观测值),,,,,,,,,,,,,,
Derived Variable,衍生变量,,,,,,,,,,,,,,
Dersimonian and Laird model for heterogeneity,Dersimonian-Laird 异质性模型,,,,,,,,,,,,,,
descriptive statistics,描述性统计量,,,,,,,,,,,,,,
design matrix,设计矩阵,,,,,,,,,,,,,,
design of experiment,试验设计、实验设计,,,,,,,,,,,,,,
design optimization,设计优化,,,,,,,,,,,,,,
Design parameter,设计参数,,,,,,,,,,,,,,
design region,设计区域,,,,,,,,,,,,,,
design resolution,设计分辨度,,,,,,,,,,,,,,
design space,设计空间,,,,,,,,,,,,,,
designs with repeated measurements,重复测量设计,,,,,,,,,,,,,,
Deterministic relationship,确定性关系,,,,,,,,,,,,,,
Deviance residual,偏差残差,,,,,,,,,,,,,,
deviation,偏离,,,,,,,,,,,,,,
Deviation from the mean,偏离平均值,,,,,,,,,,,,,,
DIA,药物信息协会,,,,,,,,,,,,,,
diagnose accordance rate,诊断符合率,,,,,,,,,,,,,,
Diagnostic meta-analysis,诊断性meta分析、诊断性荟萃分析,,,,,,,,,,,,,,
diagnostic plot,诊断图,,,,,,,,,,,,,,
Diagnostic procedure,诊断性操作,,,,,,,,,,,,,,
Diagnostic tests,诊断测试,,,,,,,,,,,,,,
Dichotomous characteristic,二分特征,,,,,,,,,,,,,,
dichotomous outcomes,二分结果,,,,,,,,,,,,,,
dichotomous variable,二分变量,,,,,,,,,,,,,,
Difference of means,均值差,,,,,,,,,,,,,,
difference of proportion,比例差异,,,,,,,,,,,,,,
Difference of proportions,比例差异,,,,,,,,,,,,,,
Diggle-Kenward model,Diggle-Kenward 模型,,,,,,,,,,,,,,
Direct combination of p-values method,p值直接组合法,,,,,,,,,,,,,,
direct likelihood analyses,直接似然分析,,,,,,,,,,,,,,
Direct method,直接法,,,,,,,,,,,,,,
direction coefficient,方向系数,,,,,,,,,,,,,,
directly standardized Death rate,直接标准化死亡率,,,,,,,,,,,,,,
discontinuous variable,非连续变量,,,,,,,,,,,,,,
Discordance,不一致,,,,,,,,,,,,,,
Discordant matching,不一致匹配,,,,,,,,,,,,,,
discrete,离散,,,,,,,,,,,,,,
Discrete data,离散数据,,,,,,,,,,,,,,
discrete design problem,离散设计问题,,,,,,,,,,,,,,
discrete design problems,离散设计问题,,,,,,,,,,,,,,
discrete distribution,离散分布,,,,,,,,,,,,,,
discrete probability distribution,离散概率分布,,,,,,,,,,,,,,
discrete random variable,离散随机变量,,,,,,,,,,,,,,
discrete sampling,分立抽样,,,,,,,,,,,,,,
discrete scale,离散尺度,,,,,,,,,,,,,,
discrete survival analysis,离散生存分析,,,,,,,,,,,,,,
discrete variable,离散变量,,,,,,,,,,,,,,
discriminant ability,判别能力,,,,,,,,,,,,,,
discriminant analysis,判别分析,,,,,,,,,,,,,,
discriminant validity,区分效度,,,,,,,,,,,,,,
discrimination ratio,鉴别比,,,,,,,,,,,,,,
"Disease Control Rate, DCR",疾病控制率,,,,,,,,,,,,,,
"Disease Free Survival, DFS",无病生存期,,,,,,,,,,,,,,
Disease Risk Score，DRS,疾病风险评分,,,,,,,,,,,,,,
disease-free survival （DFS）,无疾病生存期（又缩写为DFS）,,,,,,,,,,,,,,
dispersion,散度,,,,,,,,,,,,,,
dispersion effect,散度效应,,,,,,,,,,,,,,
dispersion tendency,离散趋势,,,,,,,,,,,,,,
distribution,分布,,,,,,,,,,,,,,
distribution free,分布无关/分布自由,,,,,,,,,,,,,,
distribution function,分布函数,,,,,,,,,,,,,,
distributional model,分布模型,,,,,,,,,,,,,,
distribution-free function,分布无关函数、非参数函数,,,,,,,,,,,,,,
distribution-free method,分布无关方法、非参数方法,,,,,,,,,,,,,,
divergent validity,发散效度,,,,,,,,,,,,,,
DMC Charter,DMC章程,,,,,,,,,,,,,,
Domains/Dimensions/Factors,维度,,,,,,,,,,,,,,
D-optimal design,D-最优设计,,,,,,,,,,,,,,
dosage,剂量,,,,,,,,,,,,,,
dosage dependency,剂量依赖关系,,,,,,,,,,,,,,
dose concentration relationships,剂量浓度关系,,,,,,,,,,,,,,
dose dependence,剂量依赖关系,,,,,,,,,,,,,,
dose escalation,剂量递增,,,,,,,,,,,,,,
dose escalation factor,剂量递增因子,,,,,,,,,,,,,,
dose limiting toxicity (DLT),剂量限制性毒性（又缩写为DLT）,,,,,,,,,,,,,,
dose linearity assessment,剂量线性评估,,,,,,,,,,,,,,
dose proportionality,比例化剂量反应关系、剂量成比例性,,,,,,,,,,,,,,
dose response curve,剂量反应曲线,,,,,,,,,,,,,,
dose responsiveness,剂量反应,,,,,,,,,,,,,,
dose selection,剂量选择,,,,,,,,,,,,,,
dose-escalation experiment,剂量爬坡试验,,,,,,,,,,,,,,
dose-escalation rules,剂量爬坡规则,,,,,,,,,,,,,,
dose-escalation study,剂量递增研究,,,,,,,,,,,,,,
dose-finding trial design,剂量探索试验设计,,,,,,,,,,,,,,
DoseResponse,剂量效应,,,,,,,,,,,,,,
Dose-response Relationship,剂量-反应关系,,,,,,,,,,,,,,
dose-response relationship,量效关系,,,,,,,,,,,,,,
Dose-response Relationship,剂量-效应关系,,,,,,,,,,,,,,
dose-response study,剂量反应研究,,,,,,,,,,,,,,
double acceptance sampling inspection,二次[验收]抽样检验,,,,,,,,,,,,,,
double blind,双盲,,,,,,,,,,,,,,
double-dummy,双模拟,,,,,,,,,,,,,,
drop-loser design,淘汰失败者、淘汰劣效者设计,,,,,,,,,,,,,,
dropout,退出，脱落,,,,,,,,,,,,,,
drug development,药物研发,,,,,,,,,,,,,,
Drug Information Association (DIA),药物信息协会 (简称DIA),,,,,,,,,,,,,,
drug toxicity study,药物毒性研究,,,,,,,,,,,,,,
drug-diagnostic development,药物诊断开发,,,,,,,,,,,,,,
drug-drug interantion,药物相互作用,,,,,,,,,,,,,,
DSMB,数据和安全监查委员会,,,,,,,,,,,,,,
dummy variable,虚拟变量、哑元变量,,,,,,,,,,,,,,
Dunn’s procedure,Dunn方法,,,,,,,,,,,,,,
Dunnett method,Dunnett/邓尼特法,,,,,,,,,,,,,,
Dunnett’s t-test,Dunnett t 检验,,,,,,,,,,,,,,
durable response rate (DRR),持续缓解率,,,,,,,,,,,,,,
duration time,持续时间,,,,,,,,,,,,,,
Durbin-Watson test,Durbin-Watson 检验,,,,,,,,,,,,,,
dynamic Cohort,动态队列,,,,,,,,,,,,,,
dynamic randomization,动态随机化,,,,,,,,,,,,,,
early efficacy stopping design,早期有效停止设计,,,,,,,,,,,,,,
early futility stopping design,早期无效停止设计,,,,,,,,,,,,,,
early stopping,早期停止,,,,,,,,,,,,,,
early stopping boundary,早期停止边界,,,,,,,,,,,,,,
economic evaluation,经济评价,,,,,,,,,,,,,,
Edit Check,逻辑核查,,,,,,,,,,,,,,
effect,效应,,,,,,,,,,,,,,
effect modification,效用修饰,,,,,,,,,,,,,,
effect modiﬁer,效用修饰因素,,,,,,,,,,,,,,
Effect size,效应量,,,,,,,,,,,,,,
effect size,效应量,,,,,,,,,,,,,,
effect size ratio,效应量比,,,,,,,,,,,,,,
effect specification,效果规格,,,,,,,,,,,,,,
effective dose,有效剂量,,,,,,,,,,,,,,
effective exposure level,有效暴露水平,,,,,,,,,,,,,,
effective rate,有效率,,,,,,,,,,,,,,
effectiveness,疗效,,,,,,,,,,,,,,
efficacy boundary,疗效边界,,,,,,,,,,,,,,
efficacy endpoints,疗效终点,,,,,,,,,,,,,,
efficacy stopping probability,药效停止概率,,,,,,,,,,,,,,
efficacy variable estimation,疗效变量估计,,,,,,,,,,,,,,
efficiency,有效性,,,,,,,,,,,,,,
efficient estimate,有效估计,,,,,,,,,,,,,,
efficient score residual,有效计分残差,,,,,,,,,,,,,,
eigenvalue,特征值,,,,,,,,,,,,,,
eigenvector,特征向量,,,,,,,,,,,,,,
"Electronic Case Report Form, eCRF",电子病历报告表,,,,,,,,,,,,,,
"Electronic Common Technical Document, eCTD",电子通用技术文档,,,,,,,,,,,,,,
"Electronic Data Capture, EDC",电子数据采集,,,,,,,,,,,,,,
"Electronic Patient Reported Outcome, ePRO",电子患者报告结局,,,,,,,,,,,,,,
Electronic Source Data,电子源数据,,,,,,,,,,,,,,
EM (Expectations-Maximization) algorithm,EM（期望最大化）算法,,,,,,,,,,,,,,
EMA,欧洲药品管理局,,,,,,,,,,,,,,
Emax models,Emax模型,,,,,,,,,,,,,,
"Empirical Bayes estimates, EBE",经验贝叶斯估计值,,,,,,,,,,,,,,
empirical distribution,经验分布,,,,,,,,,,,,,,
empirical distribution function,经验分布函数,,,,,,,,,,,,,,
empirical estimation,经验估计,,,,,,,,,,,,,,
empirical probability,经验概率,,,,,,,,,,,,,,
endpoint,终点,,,,,,,,,,,,,,
Enriched Population,富集人群,,,,,,,,,,,,,,
Enrichment Strategy,富集策略,,,,,,,,,,,,,,
ensemble technique,集成学习,,,,,,,,,,,,,,
enumeration data,计数资料,,,,,,,,,,,,,,
epidemiological design,流行病学设计,,,,,,,,,,,,,,
equal weight principle,等重原则,,,,,,,,,,,,,,
equiprobable interval,等概率区间,,,,,,,,,,,,,,
equivalence,等效性,,,,,,,,,,,,,,
equivalence design,等效试验设计,,,,,,,,,,,,,,
equivalence testing,等效性检验,,,,,,,,,,,,,,
equivalence theorem,等价定理,,,,,,,,,,,,,,
Equivalence Trial,等效性试验,,,,,,,,,,,,,,
equivalence trial,等效性试验,,,,,,,,,,,,,,
error,错误，误差,,,,,,,,,,,,,,
error of analytical procedure,分析过程误差,,,,,,,,,,,,,,
error of estimation,估计误差,,,,,,,,,,,,,,
error of replication,重复误差,,,,,,,,,,,,,,
error of result,结果的误差,,,,,,,,,,,,,,
error rates in sample-size analysis,样本量分析中的错误率,,,,,,,,,,,,,,
error spending function,错误消耗函数,,,,,,,,,,,,,,
error spending method (ESM),错误消耗方法,,,,,,,,,,,,,,
error sum of square,误差平方和,,,,,,,,,,,,,,
estimand,估计目标,,,,,,,,,,,,,,
Estimand,估计目标,,,,,,,,,,,,,,
estimate,估计,,,,,,,,,,,,,,
Estimate,估计值,,,,,,,,,,,,,,
estimate value,估计值,,,,,,,,,,,,,,
estimation,估计值,,,,,,,,,,,,,,
estimation of parameter,参数估计,,,,,,,,,,,,,,
estimation,估计,,,,,,,,,,,,,,
estimator,"估计值, 估计量",,,,,,,,,,,,,,
Estimator,估计方法,,,,,,,,,,,,,,
ethics of clinical trial,临床试验伦理,,,,,,,,,,,,,,
Euclidean Distance,欧氏距离,,,,,,,,,,,,,,
euclidean distance,欧式距离,,,,,,,,,,,,,,
European Medicines Agency (EMA),欧洲药品管理局 (简称EMA),,,,,,,,,,,,,,
evaluation of intervention,干预评估,,,,,,,,,,,,,,
E-value,E值,,,,,,,,,,,,,,
event,事件,,,,,,,,,,,,,,
Event Adjudication Committee,终点事件判定委员会,,,,,,,,,,,,,,
"Event Free Survival, EFS",无事件生存期,,,,,,,,,,,,,,
event-based adaptive design,基于事件的适应性设计,,,,,,,,,,,,,,
evidence-based medicine,循证医学,,,,,,,,,,,,,,
evidentiary requirement,证据要求,,,,,,,,,,,,,,
evolutionary operation,调优操作,,,,,,,,,,,,,,
EWMA chart,EWMA控制图,,,,,,,,,,,,,,
exact confidence interval (ECI) exchangeability,精确置信区间 (ECI) 可交换性,,,,,,,,,,,,,,
exact Kruskal-Wallis test,精确 Kruskal-Wallis 检验,,,,,,,,,,,,,,
exact method,精确法,,,,,,,,,,,,,,
Exact Methods,精确方法,,,,,,,,,,,,,,
exchange algorithms,交换算法,,,,,,,,,,,,,,
exchangeability,可交换性,,,,,,,,,,,,,,
exchangeable correlation matrix with,可交换相关矩阵,,,,,,,,,,,,,,
exclusion criteria,排除标准,,,,,,,,,,,,,,
expanded uncertainty,扩展不确定度,,,,,,,,,,,,,,
Expansion Cohort Study,扩展队列研究,,,,,,,,,,,,,,
expectation,期望,,,,,,,,,,,,,,
expected count,期望值/理论频数,,,,,,,,,,,,,,
expected death,期望死亡人数,,,,,,,,,,,,,,
expected frequency,期望频数,,,,,,,,,,,,,,
expected sample size,期望样本量,,,,,,,,,,,,,,
expected value,期望值,,,,,,,,,,,,,,
experimental plan,实验计划,,,,,,,,,,,,,,
experimental sampling,实验抽样,,,,,,,,,,,,,,
experimental treatment,实验性治疗,,,,,,,,,,,,,,
experimental unit,实验单元,,,,,,,,,,,,,,
explanatory factor,解释因素,,,,,,,,,,,,,,
explanatory variable,解释变量,,,,,,,,,,,,,,
exploratory analysis,探索性分析,,,,,,,,,,,,,,
exploratory endpoint,探索性终点,,,,,,,,,,,,,,
Exploratory Subgroup Analysis,探索性亚组分析,,,,,,,,,,,,,,
exponential assumption,指数假设,,,,,,,,,,,,,,
exponential distribution,指数分布,,,,,,,,,,,,,,
exponential growth,指数型增长,,,,,,,,,,,,,,
exponential regression,指数回归,,,,,,,,,,,,,,
